CodigoPrestador,NombrePrestador,TipoIdentificacion,NumeroIdentificacion,NaturalezaJuridica,ESE,DepartamentoPrestador,MunicipioPrestador,DireccionPrestador,EmailPrestador,TelefonoPrestador,FechaCorte,municipios_count,sedes_count,id_entidad,razon_social,codigo_postal,pagina_web,ambito_SIIF
2538602125,DENTI-SONRIA LTDA,NI,900177340,Privada,NO,Cundinamarca,25386,CL  8 No.  14 - 69,Denti.sonria@hotmail.com,8471217,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2538602179,DENT ORAL E. U.,NI,900282472,Privada,NO,Cundinamarca,25386,kR 25 No 8 - 26,dent_oral@hotmail.com,8470050,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2539400034,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSE,NI,899999165,Pública,SI,Cundinamarca,25394,KR 5 No. 1-08,contactenos@esehospital-lapalma.gov.co,3504264850,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,923270832,E.S.E. Hospital San José de la Palma,253801,http://www.hospitallapalma.gov.co,No
2540201840,IPS CENTRO MEDICO SANTA MARIA LIMITADA,NI,900135240,Privada,NO,Cundinamarca,25402,CRA 3A No 17 115,censantamaria@yahoo.es,0,Fecha corte REPS: Jul 4 2023 1:19PM,2,3,,,,,
2540203113,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE LA VEGA,NI,900807482,Pública,SI,Cundinamarca,25402,TRANSVERSAL 3 N 10 50,gerencia@eselavega-cundinamarca.gov.co,8458533,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,923272704,E.S.E. Hospital de la Vega,253610,http://www.eselavega-cundinamarca.gov.co,No
2543000021,E.S.E. HOSPITAL SANTA MATILDE DE MADRID,NI,860009555,Pública,SI,Cundinamarca,25430,KR 6 No.11-45,calidad@hsmmadrid.gov.co / gerencia@hsmmadrid.gov.co,5461950 y del 51 al 59 Ext: 101 o 105,Fecha corte REPS: Jul 4 2023 1:19PM,4,8,923270981,E.S.E. Hospital Santa Matilde - Madrid,250030,http://www.esesantamatilde-madrid-cundinamarca.gov.co,No
2543000078,CAJA DE COMPENSACION FAMILIAR CAFAM,NI,860013570,Privada,NO,Cundinamarca,25430,KR 9 No. 7-86,calidadsalud@cafam.com.co,5550700 EXT 12017-12015,Fecha corte REPS: Jul 4 2023 1:19PM,10,18,,,,,
2543000397,SISMEDICA LTDA,NI,830015870,Privada,NO,Cundinamarca,25430,AUT. MEDELLIN KM 15 PUENTE PIEDRA,sismedica@sismedica.com.co,3105774898,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2543800045,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD MEDINA,NI,892001990,Pública,SI,Cundinamarca,25438,KR 6 No. 11-38,contactenos@esehospitalmedina.gov.co,3124499990-3124499984-3105623091- (8) 6768989,Fecha corte REPS: Jul 4 2023 1:19PM,3,4,86200000,Empresa Social del Estado Región de Salud Medina,251420,http://www.esehospitalmedina.gov.co,No
2547300303,HOSPITAL MARIA AUXILIADORA EMPRESA SOCIAL DEL ESTADO DEL MUNICIPIO DE MOSQUERA,NI,832010436,Pública,SI,Cundinamarca,25473,Calle 3 N° 2-15 ESTE,info@esemariaauxiliadora.gov.co,3505384201-3118544415,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,220125473,Hospital Maria Auxiliadora Empresa Social del Estado del Municipio de Mosquera,250040,http://esemariaauxiliadora.gov.co,No
2548600037,ESE HOSPITAL SAN VICENTE DE PAUL DE NEMOCON,NI,860024026,Pública,SI,Cundinamarca,25486,KR 6 No.9-40 SUR,calidad@hospitaldenemocon.gov.co //gerencia@hospitaldenemocon.gov.co,3158282378 - 3166928617,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923270896,E.S.E. Hospital San Vicente de Paul - Nemocón,251030,http://ww.hospitaldenemocon.gov.co,No
2548900276,E.S.E. CENTRO DE SALUD SAN JOSE DE NIMAIMA,NI,832009187,Pública,SI,Cundinamarca,25489,KR 4 No. 5-15,saludnimaima@yahoo.com,3134312956,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220125489,E.S.E. Centro de Salud San José - Nimaima,111321,http://www.saludnimaima.gov.co,No
2551300028,E.S.E. HOSPITAL SAN RAFAEL DE PACHO,NI,800099860,Pública,SI,Cundinamarca,25513,CL 9 No. 16-35,hpacho@cundinamarca.gov.co,"8540185 Ext 127, 3102321462",Fecha corte REPS: Jul 4 2023 1:19PM,5,7,124325000,E.S.E. Hospital San Rafael - Pacho,254001,http://www.hospipacho.gov.co,No
2557200052,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIOGENES TRONCOSO DE PUERTO SALGAR,NI,860024030,Pública,SI,Cundinamarca,25572,CALLE 14 # 2-91,contactenos@esediogenestroncoso-ptosalgar-cundinamarca.gov.co,(6) 8398212 - 3187344804,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,923270842,E.S.E. Hospital Diógenes Troncoso - Puerto Salgar,253480,http://www.esediogenestroncoso-ptosalgar-cundinamarca.gov.co/,No
2561201832,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE RICAURTE,NI,900058218,Pública,SI,Cundinamarca,25612,CL 4 No. 14B-22,centrodesalud-ese@ese-ricaurte-cundinamarca.gov.co,3156952445,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220125612,E.S.E. Centro de Salud de Ricaurte,252410,http://,No
2564502173,E.S.E. HOSPITAL SAN ANTONIO DEL TEQUENDAMA,NI,900036553,Pública,SI,Cundinamarca,25645,KR 5 No. 4-18,gerencia@hospital-sanantoniodeltequendama.gov.co,3507276255,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,220325645,E.S.E. Hospital San Antonio del Tequendama I Nivel,252620,http://www.hospital-sanantoniodeltequendama.gov.co,No
2565802219,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN FRANCISCO DE SALES,NI,900283194,Pública,SI,Cundinamarca,25658,CL 5 KR 7 ESQ,esesanfranciscodesales@hotmail.com,3016086664-3006774547,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923272017,E.S.E. Centro de Salud San Francisco de Sales,253601,http://www.esesanfranciscodesales-cundinamarca.gov.co,No
2566200061,E.S.E. HOSPITAL SAN VICENTE DE PAUL,NI,860023999,Pública,SI,Cundinamarca,25662,CL 4 No. 1-52,hospitalsjr@esesanvicentedepaul.gov.co,8465016,Fecha corte REPS: Jul 4 2023 1:19PM,4,9,124525000,E.S.E. Hospital San Vicente de Paul - San Juan de Ríoseco,253250,http://www.esehospitalsanvicentedepaul-sanjuanderioseco-cundinamarca.gov.co,No
2571800018,E.S.E. HOSPITAL HILARIO LUGO DE SASAIMA,NI,832000029,Pública,SI,Cundinamarca,25718,CARRERA 4 NO 8A-75,hospitalhilariolugo@gmail.com,3176360752,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923271097,E.S.E. Hospital Hilario Lugo - Sasaima,253401,http://www.hospitalhilariolugo.gov.co,No
2573600017,ESE HOSPITAL SAN ANTONIO,NI,899999158,Pública,SI,Cundinamarca,25736,CALLE 5 N° 8-66,gerente@hospital-sesquile-cundinamarca.gov.co,3223038204-3107873430-3112305230,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,270125736,E.S.E. Hospital San Antonio de Sesquilé,251050,http://www.hospital-sesquile-cundinamarca.gov.co/,No
2574001915,INVERSIONES LUCEDMARB S.A,NI,900110940,Privada,NO,Cundinamarca,25740,Kra 4 #20-28,umqsanluis@yahoo.com,8400347,Fecha corte REPS: Jul 4 2023 1:19PM,2,3,,,,,
2574300381,HOSPITAL ISMAEL SILVA E.S.E.,NI,808003500,Pública,SI,Cundinamarca,25743,CL 9 No. 9-38 BARRIO KENNEDY,hospitalismaelsilva@yahoo.es,3187128165,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,220225743,E.S.E. Hospital Ismael Silva - Silvania,252240,http://www.esehospitalismaelsilva-silvania-cundinamarca.g,No
2575400075,EMPRESA SOCIAL DEL ESTADO E.S.E MUNICIPAL DE SOACHA JULIO CESAR PEÑALOZA,NI,832001794,Pública,SI,Cundinamarca,25754,KR 2 No. 12-38,gerencia@esesoacha.gov.co,7293922,Fecha corte REPS: Jul 4 2023 1:19PM,1,5,220125754,E.S.E. Empresa de Salud de Soacha,250051,http://www.esesoacha.gov.co/,No
2575400092,ASISTIR SALUD SAS,NI,800216958,Privada,NO,Cundinamarca,25754,Calle 49 No. 7-21,coordinaciondecalidad@asistirsalud.com,2231145 EXT 224 - 3187116815,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2575400217,COOPERATIVA MULTIACTIVA PARA LOS PROFESIONALES DEL SECTOR SALUD CMPS,NI,860023987,Privada,NO,Cundinamarca,25754,KR 7  No. 32-35 LC 267 - Barrio:CENTRO,coordinacionsalud@cmps.com.co,7268003,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2575400380,EMPRESA SOCIAL DEL ESTADO REGION DE SALUD SOACHA,NI,800006850,Pública,SI,Cundinamarca,25754,CL 13 No. 10-48,gerencia@hmgy.gov.co,7309230 ext. 2001,Fecha corte REPS: Jul 4 2023 1:19PM,3,10,124825000,E.S.E. Región de Salud Soacha,250051,http://www.hmgy.gov.co,No
2575401988,VIRREY SOLIS IPS S.A.,NI,800003765,Privada,NO,Cundinamarca,25754,CR 4 N° 31-368,calidad@virreysolisips.com.co,"4473535 ext 246, 248",Fecha corte REPS: Jul 4 2023 1:19PM,5,6,,,,,
2575402068,AMBULANCIAS ANGELES AMIGOS LTDA.,NI,900215698,Privada,NO,Cundinamarca,25754,DG 23 D 6 C 18 ESTE,amb.angelesamigos@gmail.com,7291832,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2575402181,SERVIR SALUD LTDA,NI,900284298,Privada,NO,Cundinamarca,25754,KR 3B No. 18-92,servirsalud@hotmail.com,7814193,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2575402199,UNIVER PLUS S.A.,NI,900033752,Privada,NO,Cundinamarca,25754,CL 13  5-41 LC 11,coordinadornacionalcalidad@univerplus.com,57 3164195115,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
2575800051,EMPRESA SOCIAL DEL ESTADO HOSPITAL DIVINO SALVADOR DE SOPO,NI,860023878,Pública,SI,Cundinamarca,25758,KR 4 No. 5-89,gerencia@esehospitalsopo-cundinamarca.gov.co,601 - 8571313,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,923271222,E.S.E. Hospital Divino Salvador - Sopó,251001,http://www.esehdssopo.com,No
2577200378,E.S.E. HOSPITAL NUESTRA SEÑORA DEL ROSARIO SUESCA,NI,832011441,Pública,SI,Cundinamarca,25772,CL 9A No. 3-80,hnsrsuesca@yahoo.es. gerenciaesesuesca@gmail.com,3016747542,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220325772,E.S.E. Hospital Nuestra señora del Rosario Suesca,251040,http://www.hospitalsuesca.gov.co,No
2578500060,ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO,NI,899999164,Pública,SI,Cundinamarca,25785,Calle 3 Nº 3-87/95,htabio@cundinamarca.gov.co,8647222,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923270910,E.S.E. Hospital Nuestra Señora del Carmen - Tabio,250230,http://www.esehospitaltabio.gov.co,No
2579300131,EMPRESA SOCIAL DEL ESTADO E.S.E. CENTRO DE SALUD DE TAUSA,NI,832008321,Pública,SI,Cundinamarca,25793,KR 4 No. 4 - 12,contactenos@esecentrodesalud-tausa-cundinamarca.gov.co,8583080,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,270125793,E.S.E. Centro de Salud de Tausa,250410,http://esecentrodesalud.tausa-cundinamarca.gov.co,No
2579900038,CLINICA DE TENJO LTDA.,NI,832000290,Privada,NO,Cundinamarca,25799,Carrera 6 No. 1F- 04/16,clinicadetenjo@clinicadetenjo.com,9144424,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2579900056,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,NI,860037592,Pública,SI,Cundinamarca,25799,calle 3 No. 6-03,htenjo@cundinamarca.gov.co,8654118,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923271138,E.S.E. Hospital Santa Rosa - Tenjo,250201,http://www.esehospitalsantarosadetenjo.gov.co,No
2581500027,E.S.E. HOSPITAL MARCO FELIPE AFANADOR DE TOCAIMA,NI,890680033,Pública,SI,Cundinamarca,25815,KR 10 No. 5-64,htocaima@cundinamarca.gov.co,3203334145,Fecha corte REPS: Jul 4 2023 1:19PM,4,4,122025000,E.S.E. Hospital Marco Felipe Afanador de Tocaima,252840,http://hospitalmfatocaima.gov.co/,No
2581700161,Unidad Medico Quirurgica y Odontologica Santa Carolina S.A.S,NI,832003868,Privada,NO,Cundinamarca,25817,kr 4 No 13-142,gerencia@umsantacarolina.com,3202111484,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
2584300026,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SALVADOR DE UBATE,NI,899999147,Pública,SI,Cundinamarca,25843,KR 4  No. 5-44,gestiondecalidadhospitalubate@gmail.com,3104889121,Fecha corte REPS: Jul 4 2023 1:19PM,6,7,125325000,E.S.E. Hospital el Salvador de Ubaté,251601,http://www.hospitalubate.gov.co,No
2584301844,CENTRO MEDICO PROVINSALUD IPS SOCIEDAD DE RESPONSABILIDAD LTDA,NI,900124020,Privada,NO,Cundinamarca,25843,CL 7 No. 8-115 - Barrio:SAN FRANCISCO,albaguti23@hotmail.com,8552810,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
2584302154,SALUD OCUPACIONAL DE LA SABANA SAS,NI,900256906,Privada,NO,Cundinamarca,25843,Transversal 2 # 5-72,gerencia@sodelasabana.com,8890601 * 3107802394,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2584501896,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TIMOTEO RIVEROS CUBILLOS,NI,900147959,Pública,SI,Cundinamarca,25845,KR 4 No. 1-39,gerencia@esecentrodesaludtrcune.gov.co,8488400,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923270948,E.S.E. Centro de Salud Timoteo Riveros Cubillos,251810,http://www.esetimoteoriveroscubillos-une-cundinamarca.gov.co,No
2586200054,E.S.E. HOSPITAL SANTA BARBARA DE VERGARA,NI,899999150,Pública,SI,Cundinamarca,25862,VEREDA EL PALMAR,hospitalvergara@hotmail.com,3132855857,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,125425000,E.S.E. Hospital Santa Bárbara  - Vergara,253650,http://www.hospitalvergara.gov.co,No
2586701909,EMPRESA SOCIAL DEL ESTADO MERCEDES TELLEZ DE PRADILLA (E.S.E.) HOSPITAL VIANI PRIMER NIVEL DE ATENCION,NI,900094475,Pública,SI,Cundinamarca,25867,KR 7 No.2-52,gerenciahospitalviani@gmail.com,3106797375,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923271008,E.S.E. Hospital Mercedes Téllez de Padilla - Vianí,253230,http://www.eseviani.gov.co,No
2587500032,E.S.E. HOSPITAL SALAZAR VILLETA,NI,860015929,Pública,SI,Cundinamarca,25875,CL 1 No. 7-56,hvilleta@cundinamarca.gov.co,3185743159,Fecha corte REPS: Jul 4 2023 1:19PM,4,7,126025000,E.S.E. Hospital Salazar de Villeta,253410,http:///hospitalsalazardevilleta.gov.co/,No
2587500153,UNIDAD MEDICA CENTRAL IPS LTDA.,NI,832004754,Privada,NO,Cundinamarca,25875,CALLE 5 No. 6-51,umcvilleta@umcentralips.com.co,8445213,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2587800041,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN FRANCISCO DE VIOTA,NI,890680032,Pública,SI,Cundinamarca,25878,CALLE 17 No. 15-186/256,hviota@cundinamarca.gov.co,3022857386,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923269949,E.S.E. Hospital San Francisco de Viotá,252660,http://hospitalviota.gov.co/,No
2589900112,CREASALUD S.A.S.,NI,832004454,Privada,NO,Cundinamarca,25899,AVENIDA 15 No. 4 A 60,asabogali70@hotmail.com,8521454,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2589900136,A&G SERVICIOS DE SALUD S.A.S.,NI,832001110,Privada,NO,Cundinamarca,25899,Cra 10 N. 1- 77,gerencia@aygserviciosdesalud.com,7455901,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
2589900149,INSTITUTO DE DIAGNOSTICO MEDICO S.A.,NI,800065396,Privada,NO,Cundinamarca,25899,KR 11 No.5-81,contabilidad@idime.com.co,8510493,Fecha corte REPS: Jul 4 2023 1:19PM,6,6,,,,,
2589900286,FISIOSALUD ZIPAQUIRA LTDA.,NI,832010784,Privada,NO,Cundinamarca,25899,CRA. 17 No. 11-62,fisiosaludz@hotmail.com,601 8524116 / 312 463 4190 / 320 842 1521,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2589902990,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA,NI,899999032,Pública,SI,Cundinamarca,25899,CALLE 1 SUR N° 11-90 - Barrio:LA FRAGUITA,hrz.director@hus.org.co,4077075 EXT. 10702,Fecha corte REPS: Jul 4 2023 1:19PM,3,4,122125000,E.S.E. Hospital Universitario de La Samaritana,110411,http://www.hus.org.co,No
2700100026,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,NI,818001019,Pública,SI,Chocó,27001,BARRIO JARDIN SECTOR ROSALES,ese-hlirv@hotmail.com,946710203,Fecha corte REPS: Jul 4 2023 1:19PM,1,31,220127001,E.S.E. Hospital Local Ismael Roldán Valencia - Quibdó,270002,http://www.hospitalismaelroldan.gov.co,No
2700100033,UNIDAD DE SALUD SANTA MARIA S.A.S,NI,818000373,Privada,NO,Chocó,27001,Calle 31 Nº 2 – 42 Barrio Cristo Rey,u-santamaria@hotmail.com,6708217,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2700100042,UNIDAD DE DIAGNOSTICO POR IMAGEN DIAGNOSTICAR S.A.S.,NI,818000989,Privada,NO,Chocó,27001,CL 24 # 7 - 07,matilde.lopez@diagnosticar-ips.com,(094)6713685-6713831,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
2700100071,CAJA DE COMPENSACION FAMILIAR DEL CHOCO,NI,891600091,Privada,NO,Chocó,27001,CALLE 23 # 4 - 31,comfachoco@comfachoco.com.co,6712414,Fecha corte REPS: Jul 4 2023 1:19PM,4,8,,,,,
2700100074,ASOCIACIÓN PROFAMILIA,NI,860013779,Privada,NO,Chocó,27001,CALLE 30 # 9 -46,mroyo@profamilia.org.co,(604)5011773,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2700100223,CENTRO DE FONOAUDIOLOGIA REHABILITACION INTEGRAL SAN JUDAS E.U,NI,818001954,Privada,NO,Chocó,27001,Carrera 12 N° 28-04,jupaquema@hotmail.com,0946717454 Ó 3108373090,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2700100281,BIOSALUD UNIDAD DE VIDA S.A.S.,NI,900129139,Privada,NO,Chocó,27001,KR 3 CA 3-51 PI 2,yilmurillo@gmail.com,6710683,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2700100313,GAVAVISION UNIDAD DE ESPECIALISTAS S.A.S,NI,900106018,Privada,NO,Chocó,27001,CALLE 24 NUMERO 25-26,facturacion.quibdo@gavavision.com,6726110 - 3148929633,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2700100362,CARDIODIAGNOSTICO DEL CHOCO SAS,NI,900210883,Privada,NO,Chocó,27001,KR 4a. # 29-47,cardiodiagnosticodechoco@hotmail.com,6724232,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
2700100390,IPS ERCHICHI JAI E.U.,NI,900144266,Privada,NO,Chocó,27001,Sectro Cabi carretera Quibdo Yuto,erchichijaiipsindigena@gmail.com,6733456,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
2700100531,ODONTOSALUD IPS S.A.S,NI,818001404,Privada,NO,Chocó,27001,CARRERA 6ª No 29-11 BARRIO CESAR CONTO,odontosalud@hotmail.com,946708583,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
2700101169,Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asís,NI,901108114,Pública,SI,Chocó,27001,CR 1 31 25 BRR KENNEDY,interventorhsfa@gmail.com,6711559,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,923272832,Nueva E.S.E. Hospital Departamental San Francisco de Asís,270009,http://www.nuevaesehsfa.gov.co/,No
2720500085,ESE HOSPITAL SAN JOSE DE CONDOTO,NI,891600061,Pública,SI,Chocó,27205,CARRERA 3 # 11A - 81,contactenos@esehospitalsanjosedecondoto-condoto-choco.gov.co,3134562587,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,129627000,E.S.E. Hospital San José - Condoto,273030,http://www.esehospitalsanjosedecondoto-condoto-choco.gov.co,No
2724500014,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,NI,891680065,Pública,SI,Chocó,27245,KILOMETRO 1 CARRETERA VIA A LA MINA,esehsanroque@gmail.com,3127573905,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220127245,E.S.E. Hospital San Roque - El Carmen de Atrato,271010,http://,No
2736100077,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,NI,891680064,Pública,SI,Chocó,27361,BARRIO EDUARDO SANTOS,hospitaleduardosantos2017@hotmail.com,3137432998,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,220127361,E.S.E. Hospital Eduardo Santos - Istmina,274010,http://www.hospitaleduardosantos-istmina.gov.co,No
2781000407,CENTRO MÉDICO VIVE SAS,NI,900269538,Privada,NO,Chocó,27810,BARRIO SAN JOAQUIN,alissadadolis@hotmail.com,3122885878,Fecha corte REPS: Jul 4 2023 1:19PM,3,3,,,,,
4100100098,CLINICA DE ORTODONCIA SANDRA NAVARRO E U,NI,813002954,Privada,NO,Huila,41001,CALLE 17 A # 6-70,cliniortodonciasnavarro@yahoo.es,8750888,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100112,CESAR PANQUEBA Y COMPAÑÍA LTDA,NI,813008309,Privada,NO,Huila,41001,CALLE 11 # 6-47 CONS 402,laborpanqueba@gmail.com,8721400,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100119,MICRODIAG LTDA LABORATORIO ESPECIALIZADO,NI,800091457,Privada,NO,Huila,41001,CALLE 8 # 11-30,laboratoriomicrodiag@gmail.com,6088717812 - 6088718878 - 3160276098,Fecha corte REPS: Jul 4 2023 1:19PM,1,2,,,,,
4100100122,URO LASER S.A.S,NI,813006746,Privada,NO,Huila,41001,Avenida la Toma No. 14-10,urolaser2012@hotmail.com,(098) 8714938-8711861,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100132,CLINICA ODONTOLOGICA DENTALCENTER LTDA.,NI,813011148,Privada,NO,Huila,41001,CALLE 18 # 6-45 - Barrio:QUIRINAL,dentalcenterltda@hotmail.com,8742087,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100141,CARDIO CENTRO MI CORAZON LTDA,NI,813005959,Privada,NO,Huila,41001,CARRERA 7A No. 10-78  CENTRO,cardiocentromicorazon@gmail.com,6088501987 - 3142918874,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100187,ENDOTEK LTDA,NI,813002682,Privada,NO,Huila,41001,CALLE 16 No 6 - 61,LILIGATRU@YAHOO.ES,874 54 28,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100204,INSTITUTO CLINICO QUIRURGICO DEL HUILA LTDA,NI,800186356,Privada,NO,Huila,41001,CALLE 6A # 13-01,inscliquirurgicohuila@gmail.com,8712936,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100281,IMÁGENES ORALES S.A.S,NI,828001301,Privada,NO,Huila,41001,CL 16 N. 6-40,imagenesorales@yahoo.es,8 74 01 70,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100298,CLINICA DE OJOS SANTA LUCIA LTDA.,NI,813008169,Privada,NO,Huila,41001,CALLE 8 # 8-50,clinicadeojossantalucia@hotmail.com,8715773,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100369,ASOCIACIÓN PROFAMILIA,NI,860013779,Privada,NO,Huila,41001,Calle 6 No. 14A-72 Barrio Altico,mroyo@profamilia.org.co,(608)8680160,Fecha corte REPS: Jul 4 2023 1:19PM,2,2,,,,,
4100100381,LABORATORIO CLINICO E INMUNOLOGICO E.U.,NI,813011488,Privada,NO,Huila,41001,CARRERA 7 No. 15-48,labinmunologico@hotmail.com,8721169,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100385,CLINICA MEDILASER S.A.S.,NI,813001952,Privada,NO,Huila,41001,KRA 7 No 11 - 65,calidad.neiva@medilaser.com.co,3152901885,Fecha corte REPS: Jul 4 2023 1:19PM,1,3,,,,,
4100100387,CRUZ ROJA COLOMBIANA SECCIONAL HUILA,NI,891180262,Privada,NO,Huila,41001,AV 26 CRA 5 ANTIGUO AEROPUERTO,huila@cruzrojacolombiana.org,8724500,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100398,INSTITUTO HUILENSE DE CIRUGIA GASTROINTESTINAL Y ENDOSCOPIA DIGESTIVA SAS - INCIDE SAS,NI,813000219,Privada,NO,Huila,41001,CALLE 13A (Av. La Toma) No. 14-10 L-101,gerencia@incide.com.co,8714348,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100421,LIGA CONTRA EL CANCER SECCIONAL HUILA,NI,891104402,Privada,NO,Huila,41001,AV LA TOMA # 1G-59,sede.latoma@ligacancerhuila.org.co,8753644,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100430,CAJA DE COMPENSACION FAMILIAR DEL HUILA,NI,891180008,Privada,NO,Huila,41001,CALLE 21 SUR No. 25-23 SEGUNDO PISO - Barrio:SAN JORGE,ips@comfamiliarhuila.com,8630086 EXT. 112,Fecha corte REPS: Jul 4 2023 1:19PM,1,4,,,,,
4100100451,ESE CARMEN EMILIA OSPINA,NI,813005265,Pública,SI,Huila,41001,CALLE 26 SUR No 21 B 36,info@esecarmenemiliaospina.gov.co,988726363,Fecha corte REPS: Jul 4 2023 1:19PM,1,10,220741001,E.S.E. Carmen Emilia Ospina,410001,http://www.esecarmenemiliaospina.gov.co,No
4100100458,CENTRO OFTALMOLOGICO SURCOLOMBIANO LTDA,NI,800193801,Privada,NO,Huila,41001,CALLE 18 No 5 - 96,calidadcentrooftalmologico@gmail.com,8756858,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100466,CLINICA DE FRACTURAS Y ORTOPEDIA LTDA,NI,800110181,Privada,NO,Huila,41001,CALLE 18 # 6-65,fracturas_2005@hotmail.com,8756349 - 8753436 - 8752255,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
4100100471,FRESENIUS MEDICAL CARE COLOMBIA S. A.,NI,830007355,Privada,NO,Huila,41001,CALLE 10 No.5-45 LOCALES 301 Y 401 EDIFICIO SALTO DE BORDONES  BARRIO CENTRO,impuestos.freseniuscol@fmc-ag.com,8714664 - 8710284 - 8715855,Fecha corte REPS: Jul 4 2023 1:19PM,1,1,,,,,
